LEMMA,POS
confronté,ADJ
congédié,ADJ
congelé,ADJ
congestionné,ADJ
congloméré,ADJ
conglutiné,ADJ
congratulé,ADJ
congréé,ADJ
côni,ADJ
conjecturé,ADJ
conjugué,ADJ
connecté,ADJ
connoté,ADJ
conobré,ADJ
conquis,ADJ
consacré,ADJ
conscientisé,ADJ
conseillé,ADJ
consenti,ADJ
conservé,ADJ
considéré,ADJ
consigné,ADJ
consolé,ADJ
consolidé,ADJ
conspiré,ADJ
conspué,ADJ
constaté,ADJ
constellé,ADJ
consterné,ADJ
constipé,ADJ
constitué,ADJ
constitutionnalisé,ADJ
construit,ADJ
consulté,ADJ
consumé,ADJ
contacté,ADJ
contagionné,ADJ
containérisé,ADJ
conté,ADJ
contemplé,ADJ
conteneurisé,ADJ
contenté,ADJ
contenu,ADJ
contesté,ADJ
contextualisé,ADJ
contingenté,ADJ
continué,ADJ
contorsionné,ADJ
contourné,ADJ
contracté,ADJ
contractualisé,ADJ
contracturé,ADJ
contraint,ADJ
contralizé,NOUN
contrallée,NOUN
contramiral,NOUN
contrapontiste,NOUN
contrappel,NOUN
contrarc,NOUN
contrargument,NOUN
contrarié,ADJ
contrassurance,NOUN
contrasté,ADJ
contrattaquer,VERB
contrattaquable,ADJ
contrattaquant,NOUN
contrattaque,NOUN
contrattaqué,ADJ
contré,ADJ
contre-attaqué,ADJ
contre-buté,ADJ
contre-calqué,ADJ
contre-indiqué,ADJ
contre-miné,ADJ
contre-muré,ADJ
contre-passé,ADJ
contre-percé,ADJ
contre-poussé,ADJ
contre-profilé,ADJ
contre-scellé,ADJ
contre-tiré,ADJ
contre-vérifié,ADJ
contrebalancé,ADJ
contrebattu,ADJ
contrebouté,ADJ
contrebuté,ADJ
contrecalque,NOUN
contrecalquer,VERB
contrecalqué,ADJ
contrecarré,ADJ
contrecollé,ADJ
contrécrou,NOUN
contrefait,ADJ
contrefiché,ADJ
contrefoutu,ADJ
contrélectromoteur,ADJ
contremaitre,NOUN
contremandé,ADJ
contremanifester,VERB
contremarqué,ADJ
contremine,NOUN
contreminer,VERB
contreminé,ADJ
contremploi,NOUN
contrempreinte,NOUN
contremurer,VERB
contremuré,ADJ
contrenquête,NOUN
contrepasser,VERB
contrepassé,ADJ
contrépaulette,NOUN
contrepercer,VERB
contrepercé,ADJ
contrepousser,VERB
contrepoussé,ADJ
contrépreuve,NOUN
contreprofiler,VERB
contreprofilé,ADJ
contresceller,VERB
contrescellé,ADJ
contresigné,ADJ
contrespalier,NOUN
contrespionnage,NOUN
contressai,NOUN
contretirer,VERB
contretiré,ADJ
contreventé,ADJ
contrevenu,ADJ
contrevérifier,VERB
contrevérifié,ADJ
contrexemple,NOUN
contrexpertise,NOUN
contrextension,NOUN
contrindication,NOUN
contrindiquer,VERB
contrindiqué,ADJ
contrinterrogatoire,NOUN
contrintuitif,ADJ
contrinvestissement,NOUN
contristé,ADJ
controffensive,NOUN
contrôlé,ADJ
controuvé,ADJ
controversé,ADJ
contrut,NOUN
contusionné,ADJ
convalidé,ADJ
conventionalité,NOUN
conventionné,ADJ
convenu,ADJ
converti,ADJ
convié,ADJ
convivialisé,ADJ
convoité,ADJ
convoyé,ADJ
convulsé,ADJ
convulsionné,ADJ
coopté,ADJ
coordonné,ADJ
coorganisé,ADJ
copartagé,ADJ
copermuté,ADJ
copié,ADJ
copiloté,ADJ
copolymérisé,ADJ
copossédé,ADJ
copra,NOUN
coprésidé,ADJ
coq-à-l’âne,NOUN
coqué,ADJ
coqueté,ADJ
coquillé,ADJ
coranisé,ADJ
cordelé,ADJ
cordonné,ADJ
coré,NOUN
coréalisé,ADJ
corédigé,ADJ
cornanché,ADJ
cornaqué,ADJ
corné,ADJ
cornedbif,NOUN
cornière,NOUN
cornière,ADJ
corolaire,NOUN
corolairement,ADV
corole,NOUN
corporifié,ADJ
corporisé,ADJ
correctionnalisé,ADJ
corrélé,ADJ
corroboré,ADJ
corrodé,ADJ
corroyé,ADJ
corsé,ADJ
corseté,ADJ
cosigné,ADJ
cosmétiqué,ADJ
costumé,ADJ
coté,ADJ
coti,ADJ
cotisé,ADJ
cotonné,ADJ
côtoyé,ADJ
couché,ADJ
coudé,ADJ
coudou,NOUN
coudoyé,ADJ
cougouar,NOUN
couillé,ADJ
couillonné,ADJ
coulibiac,NOUN
coulissé,ADJ
coupaillé,ADJ
coupe-chou,NOUN
coupe-cigare,NOUN
coupe-jarret,NOUN
coupe-légume,NOUN
coupe-motte,NOUN
coupe-ongle,NOUN
coupe-racine,NOUN
coupellé,ADJ
couplé,ADJ
courbaturé,ADJ
courbé,ADJ
couronné,ADJ
couros,NOUN
courroucé,ADJ
cours,NOUN
coursé,ADJ
court-circuité,ADJ
courtaudé,ADJ
couru,ADJ
cousu,ADJ
couter,VERB
couté,ADJ
coûté,ADJ
couteauné,ADJ
coutoné,ADJ
coutoyé,ADJ
couturé,ADJ
couvé,ADJ
couvrepied,NOUN
covoituré,ADJ
coxé,ADJ
craché,ADJ
crachoté,ADJ
crachouillé,ADJ
crackeur,NOUN
craint,ADJ
cramé,ADJ
cramponné,ADJ
crané,ADJ
cranté,ADJ
craqué,ADJ
craquelé,ADJ
crashé,ADJ
crassé,ADJ
cravaché,ADJ
cravaté,ADJ
crédibilisé,ADJ
crédité,ADJ
crédo,NOUN
créé,ADJ
créné,ADJ
crèneler,VERB
crènelé,ADJ
créolisé,ADJ
créosoté,ADJ
crêpé,ADJ
crêté,ADJ
crételé,ADJ
crèteler,VERB
crètelé,ADJ
crétinisé,ADJ
creusé,ADJ
crevassé,ADJ
criblé,ADJ
crié,ADJ
criminalisé,ADJ
criqué,ADJ
crispé,ADJ
criss,NOUN
cristallisé,ADJ
criticaillé,ADJ
critiqué,ADJ
croché,ADJ
crocheté,ADJ
croit,NOUN
croler,VERB
crole,NOUN
crolé,NOUN
crolé,ADJ
crooneur,NOUN
croqué,ADJ
croquemadame,NOUN
croquemonsieur,NOUN
crosscountry,NOUN
crossé,ADJ
crotté,ADJ
croute,NOUN
crouter,VERB
crouté,ADJ
croûté,ADJ
crouth,NOUN
croutonner,VERB
croutonné,ADJ
croûtonné,ADJ
crû,ADJ
cruiseur,NOUN
cryogénisé,ADJ
crypté,ADJ
cryptographié,ADJ
cubé,ADJ
cueilli,ADJ
cuicui,NOUN
cuisiné,ADJ
cuit,ADJ
cuité,ADJ
cuivré,ADJ
culbuté,ADJ
culé,ADJ
culotté,ADJ
culpabilisé,ADJ
cultivé,ADJ
cumulé,ADJ
cure-dent,NOUN
cure-ongle,NOUN
cureté,ADJ
customisé,ADJ
cutback,NOUN
cutteur,NOUN
cuvé,ADJ
cuvelé,ADJ
cuvèlement,NOUN
cyanosé,ADJ
cybersquatté,ADJ
cyclisé,ADJ
cyclocross,NOUN
cyclopousse,NOUN
cylindré,ADJ
d’abord,ADV
d’aucuns,PRON
d’accord,ADV
dacd,NOUN
dactylographié,ADJ
dag,NOUN
dagué,ADJ
daigné,ADJ
d’ailleurs,ADV
dal,NOUN
dallé,ADJ
damasquiné,ADJ
damé,ADJ
dandiné,ADJ
dansé,ADJ
d’après,ADP
darce,NOUN
dardé,ADJ
das,NOUN
daté,ADJ
daubé,ADJ
d’autant,ADV
d’autre,PRON
d’avec,ADP
déactivé,ADJ
dealé,ADJ
dealeur,NOUN
déambulé,ADJ
débâché,ADJ
débâclé,ADJ
débagoulé,ADJ
débâillonné,ADJ
déballé,ADJ
déballonné,ADJ
débalourdé,ADJ
débanalisé,ADJ
débandé,ADJ
débaptisé,ADJ
débarboté,ADJ
débarbouillé,ADJ
débardé,ADJ
débaroulé,ADJ
débarqué,ADJ
débarrassé,ADJ
débarré,ADJ
débâté,ADJ
débâti,ADJ
débattu,ADJ
débecqueté,ADJ
débecté,ADJ
débenzolé,ADJ
débèqueter,VERB
débèqueté,ADJ
débillardé,ADJ
débiné,ADJ
débité,ADJ
déblayé,ADJ
débleui,ADJ
débloqué,ADJ
débobiné,ADJ
débogué,ADJ
déboisé,ADJ
déboiter,VERB
déboité,ADJ
déboîté,ADJ
débondé,ADJ
débordé,ADJ
débosselé,ADJ
débouclé,ADJ
déboudé,ADJ
déboulé,ADJ
déboulonné,ADJ
débourbé,ADJ
débourré,ADJ
déboursé,ADJ
déboussolé,ADJ
déboutonné,ADJ
débraguetté,ADJ
débranché,ADJ
débrayé,ADJ
débridé,ADJ
débriefé,ADJ
débroché,ADJ
débrôlé,ADJ
débrouillé,ADJ
débroussaillé,ADJ
débroussé,ADJ
débuché,ADJ
débudgétisé,ADJ
débullé,ADJ
débureaucratisé,ADJ
débusqué,ADJ
débuté,ADJ
décâblé,ADJ
décacheté,ADJ
décadenassé,ADJ
décadré,ADJ
décaféiné,ADJ
décaissé,ADJ
décalaminé,ADJ
décalcarisé,ADJ
décalcifié,ADJ
décalé,ADJ
décalotté,ADJ
décalqué,ADJ
décanté,ADJ
décapé,ADJ
décapelé,ADJ
décapitalisé,ADJ
décapoté,ADJ
décapsulé,ADJ
décapuchonné,ADJ
décarbonaté,ADJ
décarboné,ADJ
décarburé,ADJ
décarcassé,ADJ
décarpillé,ADJ
décarrelé,ADJ
décartonné,ADJ
décati,ADJ
décausé,ADJ
décavaillonné,ADJ
décavé,ADJ
décédé,ADJ
décelé,ADJ
décentralisé,ADJ
décentré,ADJ
décerclé,ADJ
décerné,ADJ
décessé,ADJ
déchagriné,ADJ
déchainer,VERB
déchainé,ADJ
déchaîné,ADJ
déchapé,ADJ
déchaperonné,ADJ
déchargé,ADJ
décharné,ADJ
déchaumé,ADJ
déchaussé,ADJ
déché,ADJ
déchèterie,NOUN
déchevelé,ADJ
déchevêtré,ADJ
déchevillé,ADJ
déchiffonné,ADJ
déchiffré,ADJ
déchiqueté,ADJ
déchiré,ADJ
déchloruré,ADJ
déchristianisé,ADJ
déchromé,ADJ
déchu,ADJ
décidé,ADJ
déciller,VERB
décillé,ADJ
décimalisé,ADJ
décimé,ADJ
décintré,ADJ
décivilisé,ADJ
déclamé,ADJ
déclaré,ADJ
déclassifié,ADJ
déclaveté,ADJ
déclenché,ADJ
décléricalisé,ADJ
décliné,ADJ
déclipsé,ADJ
décliqueté,ADJ
décloisonné,ADJ
déclos,ADJ
décloué,ADJ
décoché,ADJ
décodé,ADJ
décoffré,ADJ
décohabité,ADJ
décoiffé,ADJ
décoincé,ADJ
décollé,ADJ
décolonisé,ADJ
décoloré,ADJ
décommandé,ADJ
décommis,ADJ
décommissionné,ADJ
décommunisé,ADJ
décompacté,ADJ
décompilé,ADJ
décomplété,ADJ
décomplexé,ADJ
décomplexifié,ADJ
décomposé,ADJ
décompressé,ADJ
décomprimé,ADJ
décompté,ADJ
déconcentré,ADJ
déconcerté,ADJ
décondensé,ADJ
déconditionné,ADJ
déconfiné,ADJ
déconfit,ADJ
décongelé,ADJ
décongestionné,ADJ
déconnecté,ADJ
déconseillé,ADJ
déconsidéré,ADJ
déconsigné,ADJ
déconstipé,ADJ
déconstruit,ADJ
décontaminé,ADJ
décontenancé,ADJ
décontextualisé,ADJ
décontracté,ADJ
déconventionné,ADJ
décorcé,ADJ
décordé,ADJ
décoré,ADJ
décorné,ADJ
décorrélé,ADJ
décortiqué,ADJ
décoté,ADJ
découenné,ADJ
découpé,ADJ
découplé,ADJ
découragé,ADJ
découronné,ADJ
décousus,ADJ
décousu,ADJ
découverte,NOUN
décramponné,ADJ
décrassé,ADJ
décrédibilisé,ADJ
décrédité,ADJ
décrémenté,ADJ
décrêpé,ADJ
décrépi,ADJ
décrépité,ADJ
décrété,ADJ
décreusé,ADJ
décrié,ADJ
décriminalisé,ADJ
décrispé,ADJ
décrit,ADJ
décroché,ADJ
décroisé,ADJ
décrotté,ADJ
décrouter,VERB
décrouté,ADJ
décroûté,ADJ
décru,ADJ
décrudi,ADJ
décrué,ADJ
décrusé,ADJ
décrypté,ADJ
déçu,ADJ
décuit,ADJ
décuivré,ADJ
déculassé,ADJ
déculotté,ADJ
déculpabilisé,ADJ
déculturé,ADJ
décuplé,ADJ
décuvé,ADJ
dédaigné,ADJ
dédiabolisé,ADJ
dédicacé,ADJ
dédié,ADJ
dédifférencié,ADJ
dédommagé,ADJ
dédoré,ADJ
dédouané,ADJ
dédoublé,ADJ
dédoublonné,ADJ
dédramatisé,ADJ
déduit,ADJ
défacé,ADJ
défait,ADJ
défalqué,ADJ
défardé,ADJ
défatigué,ADJ
défaufilé,ADJ
défaussé,ADJ
défendu,ADJ
défenestré,ADJ
déféqué,ADJ
déféré,ADJ
déferlé,ADJ
déferré,ADJ
déferrisé,ADJ
défeuillé,ADJ
défeutré,ADJ
défibré,ADJ
déficelé,ADJ
défiché,ADJ
défié,ADJ
défigé,ADJ
défiguré,ADJ
définancé,ADJ
défini,ADJ
défiscalisé,ADJ
défléchi,ADJ
défleuri,ADJ
défloqué,ADJ
défloré,ADJ
défolié,ADJ
défoncé,ADJ
déforcé,ADJ
déforesté,ADJ
déformé,ADJ
défoulé,ADJ
défouraillé,ADJ
défourné,ADJ
défourré,ADJ
défragmenté,ADJ
défraîchi,ADJ
défraichir,VERB
défrancisé,ADJ
défrayé,ADJ
défretté,ADJ
défriché,ADJ
défringué,ADJ
défripé,ADJ
défrisé,ADJ
défroissé,ADJ
défroncé,ADJ
défroqué,ADJ
défruité,ADJ
dégagé,ADJ
dégainé,ADJ
dégalonné,ADJ
déganté,ADJ
dégarni,ADJ
dégasoliné,ADJ
dégauchi,ADJ
dégazé,ADJ
dégazoliné,ADJ
dégazonné,ADJ
dégelé,ADJ
dégenré,ADJ
dégermé,ADJ
dégingandé,ADJ
dégiter,VERB
dégité,ADJ
dégîté,ADJ
dégivré,ADJ
déglacé,ADJ
déglingué,ADJ
déglué,ADJ
dégluti,ADJ
dégobillé,ADJ
dégoisé,ADJ
dégommé,ADJ
dégondé,ADJ
dégonflé,ADJ
dégorgé,ADJ
dégoté,ADJ
dégotté,ADJ
dégoudronné,ADJ
dégoupillé,ADJ
dégourdi,ADJ
dégouter,VERB
dégouté,ADJ
dégoûté,ADJ
dégrafé,ADJ
dégraissé,ADJ
dégravoyé,ADJ
dégréé,ADJ
dégréné,ADJ
dégrevé,ADJ
dégringolé,ADJ
dégrippé,ADJ
dégrisé,ADJ
dégrossé,ADJ
dégrossi,ADJ
dégrouillé,ADJ
dégroupé,ADJ
déguerpi,ADJ
dégueulassé,ADJ
dégueulé,ADJ
déguisé,ADJ
dégurgité,ADJ
dégusté,ADJ
déhalé,ADJ
déhanché,ADJ
déhardé,ADJ
déharnaché,ADJ
déhotté,ADJ
déhouillé,ADJ
déifié,ADJ
déjanté,ADJ
déjauni,ADJ
déjecté,ADJ
déjeté,ADJ
déjoué,ADJ
déjuché,ADJ
déjudiciarisé,ADJ
déjugé,ADJ
délabialisé,ADJ
délabré,ADJ
délabyrinthé,ADJ
délacé,ADJ
délainé,ADJ
délaissé,ADJ
délaité,ADJ
délardé,ADJ
délassé,ADJ
délatté,ADJ
délavé,ADJ
délayé,ADJ
déléaturé,ADJ
déléatur,NOUN
délecté,ADJ
délégitimé,ADJ
délesté,ADJ
déligné,ADJ
délignifié,ADJ
délimité,ADJ
délinéarisé,ADJ
délinéé,ADJ
délirium,NOUN
délissé,ADJ
délité,ADJ
délivré,ADJ
délocalisé,ADJ
délogé,ADJ
déloqué,ADJ
délové,ADJ
délustré,ADJ
déluté,ADJ
démaçonné,ADJ
démagnétisé,ADJ
démaigri,ADJ
démaillé,ADJ
démailloté,ADJ
démanché,ADJ
demandé,ADJ
démangé,ADJ
démantelé,ADJ
démantibulé,ADJ
démaqué,ADJ
démaquillé,ADJ
démarabouté,ADJ
démarché,ADJ
démarié,ADJ
démarqué,ADJ
démarré,ADJ
démasclé,ADJ
démasqué,ADJ
démastiqué,ADJ
démâté,ADJ
dématérialisé,ADJ
démazouté,ADJ
d’emblée,ADV
démédicalisé,ADJ
démembré,ADJ
déménagé,ADJ
démené,ADJ
démenotté,ADJ
démerdé,ADJ
démergé,ADJ
déméthanisé,ADJ
démeublé,ADJ
démiellé,ADJ
démilitarisé,ADJ
déminé,ADJ
déminéralisé,ADJ
démis,ADJ
démobilisé,ADJ
démocratisé,ADJ
démodé,ADJ
démodulé,ADJ
démoli,ADJ
démonétisé,ADJ
démonisé,ADJ
démonté,ADJ
démontré,ADJ
démoralisé,ADJ
démotivé,ADJ
démoucheté,ADJ
démoulé,ADJ
démouscaillé,ADJ
démoustiqué,ADJ
démultiplexé,ADJ
démultiplié,ADJ
démuni,ADJ
démuré,ADJ
démurgé,ADJ
démuselé,ADJ
démutisé,ADJ
démystifié,ADJ
démythifié,ADJ
dénanti,ADJ
d’entre,ADP
dénasalisé,ADJ
dénationalisé,ADJ
dénatté,ADJ
dénaturalisé,ADJ
dénaturé,ADJ
dénazifié,ADJ
dénébulé,ADJ
dénébulisé,ADJ
déneigé,ADJ
dénervé,ADJ
déniaisé,ADJ
déniché,ADJ
dénickelé,ADJ
dénicotinisé,ADJ
dénié,ADJ
dénigré,ADJ
dénitré,ADJ
dénitrifié,ADJ
dénivèlement,NOUN
dénombré,ADJ
dénommé,ADJ
dénoncé,ADJ
dénormalisé,ADJ
dénoté,ADJ
dénoué,ADJ
dénoyauté,ADJ
dénoyé,ADJ
densifié,ADJ
dentelé,ADJ
dentelier,NOUN
dentelier,ADJ
dénucléarisé,ADJ
dénudé,ADJ
dénué,ADJ
dépagnoté,ADJ
dépaillé,ADJ
dépaisselé,ADJ
dépalissé,ADJ
dépanné,ADJ
dépaqueté,ADJ
déparaffiné,ADJ
déparasité,ADJ
déparé,ADJ
dépareillé,ADJ
déparié,ADJ
départagé,ADJ
départementalisé,ADJ
départi,ADJ
dépassé,ADJ
dépassionné,ADJ
dépatouillé,ADJ
dépatrié,ADJ
dépavé,ADJ
dépaysé,ADJ
dépecé,ADJ
dépêché,ADJ
dépeigné,ADJ
dépeint,ADJ
dépelotonné,ADJ
dépenaillé,ADJ
dépénalisé,ADJ
dépendu,ADJ
dépensé,ADJ
dépersonnalisé,ADJ
dépêtré,ADJ
dépeuplé,ADJ
déphasé,ADJ
déphosphaté,ADJ
déphosphoré,ADJ
dépiauté,ADJ
dépigmenté,ADJ
dépilé,ADJ
dépinglé,ADJ
dépiqué,ADJ
dépisté,ADJ
dépité,ADJ
déplafonné,ADJ
déplanqué,ADJ
déplanté,ADJ
déplâtré,ADJ
déplié,ADJ
déplissé,ADJ
déplombé,ADJ
déploré,ADJ
déployé,ADJ
déplumé,ADJ
dépoché,ADJ
dépoétisé,ADJ
dépointé,ADJ
dépoitraillé,ADJ
dépolarisé,ADJ
dépoli,ADJ
dépolitisé,ADJ
dépollué,ADJ
dépolymérisé,ADJ
déposé,ADJ
dépoté,ADJ
dépoudré,ADJ
dépouillé,ADJ
dépourvu,ADJ
dépoussiéré,ADJ
déprécié,ADJ
dépressurisé,ADJ
dépris,ADJ
déprisé,ADJ
déprogrammé,ADJ
déprolétarisé,ADJ
dépropanisé,ADJ
déprotégé,ADJ
dépucelé,ADJ
dépulpé,ADJ
dépuré,ADJ
déqualifié,ADJ
déquillé,ADJ
déradicalisé,ADJ
déraidi,ADJ
déramé,ADJ
dérangé,ADJ
dérasé,ADJ
dératisé,ADJ
dérayé,ADJ
déréalisé,ADJ
déréférencé,ADJ
déréglé,ADJ
déréglementé,ADJ
dérèglementer,VERB
dérèglementé,ADJ
dérégulé,ADJ
déremboursé,ADJ
déresponsabilisé,ADJ
déridé,ADJ
déringardisé,ADJ
dérivée,NOUN
dermoponcture,NOUN
dérobé,ADJ
déroché,ADJ
dérodé,ADJ
dérougi,ADJ
dérouillé,ADJ
dérouté,ADJ
désaccentué,ADJ
désacclimaté,ADJ
désaccordé,ADJ
désaccouplé,ADJ
désaccoutumé,ADJ
désacidifié,ADJ
désaciéré,ADJ
désacralisé,ADJ
désactivé,ADJ
désadapté,ADJ
désaéré,ADJ
désaffecté,ADJ
désaffectionné,ADJ
désaffilié,ADJ
désaffleuré,ADJ
désagencé,ADJ
désaggloméré,ADJ
désagrafé,ADJ
désagrégé,ADJ
désaimanté,ADJ
désaisonnalisé,ADJ
désajusté,ADJ
désaliéné,ADJ
désaligné,ADJ
désalinisé,ADJ
désalloué,ADJ
désaltéré,ADJ
désamarré,ADJ
désambiguïsé,ADJ
désambigüiser,VERB
désambigüisé,ADJ
désâmé,ADJ
désaméricanisé,ADJ
désamianté,ADJ
désamidonné,ADJ
désaminé,ADJ
désamorcé,ADJ
désannexé,ADJ
désannoncé,ADJ
désanonymisé,ADJ
désapé,ADJ
désapparié,ADJ
désappointé,ADJ
désappris,ADJ
désapprouvé,ADJ
désapprovisionné,ADJ
désarchivé,ADJ
désarçonné,ADJ
désargenté,ADJ
désarmé,ADJ
désarrimé,ADJ
désarticulé,ADJ
désassemblé,ADJ
désassimilé,ADJ
désassorti,ADJ
désatomisé,ADJ
désautomatisé,ADJ
désavantagé,ADJ
désaveuglé,ADJ
désavoué,ADJ
désaxé,ADJ
descellé,ADJ
descendu,ADJ
déscolarisé,ADJ
déséchoué,ADJ
désectorisé,ADJ
désélectionné,ADJ
désembobiné,ADJ
désembourbé,ADJ
désembourgeoisé,ADJ
désembouteillé,ADJ
désembrayé,ADJ
désembrouillé,ADJ
désembué,ADJ
désemmanché,ADJ
désemparé,ADJ
désempesé,ADJ
désempli,ADJ
désempoisonné,ADJ
désemprisonné,ADJ
désencadré,ADJ
désencarté,ADJ
désencastré,ADJ
désenchainer,VERB
désenchainé,ADJ
désenchaîné,ADJ
désenchanté,ADJ
désenclavé,ADJ
désencombré,ADJ
désencrassé,ADJ
désencré,ADJ
désendetté,ADJ
désendoctriné,ADJ
désénervé,ADJ
désenfilé,ADJ
désenflammé,ADJ
désenflé,ADJ
désenfumé,ADJ
désengagé,ADJ
désenglué,ADJ
désengorgé,ADJ
désengourdi,ADJ
désengrené,ADJ
désenivré,ADJ
désenlacé,ADJ
désenlaidi,ADJ
désenlisé,ADJ
désennuyé,ADJ
désenrayé,ADJ
désenrhumé,ADJ
désenroué,ADJ
désensablé,ADJ
désensibilisé,ADJ
désensorcelé,ADJ
désentoilé,ADJ
désentortillé,ADJ
désentravé,ADJ
désentrelacé,ADJ
désenvasé,ADJ
désenveloppé,ADJ
désenvenimé,ADJ
désenvergué,ADJ
désenvouter,VERB
désenvouté,ADJ
désenvoûté,ADJ
désépaissi,ADJ
désépinglé,ADJ
déséquipé,ADJ
désérialisé,ADJ
déserté,ADJ
désertifié,ADJ
désétabli,ADJ
désétamé,ADJ
désétatisé,ADJ
désexcité,ADJ
désexualisé,ADJ
déshabillé,ADJ
déshabitué,ADJ
désherbé,ADJ
déshonoré,ADJ
déshuilé,ADJ
déshumanisé,ADJ
déshumidifié,ADJ
déshydraté,ADJ
déshydrogéné,ADJ
déshypothéqué,ADJ
désidérata,NOUN
désigné,ADJ
designeur,NOUN
désillusionné,ADJ
désimbriqué,ADJ
désimlocké,ADJ
désincarcéré,ADJ
désincarné,ADJ
désincorporé,ADJ
désincrusté,ADJ
désinculpé,ADJ
désindenté,ADJ
désindexé,ADJ
désindividualisé,ADJ
désindustrialisé,ADJ
désinfecté,ADJ
désinformé,ADJ
désinhibé,ADJ
désinsectisé,ADJ
désinséré,ADJ
désinstallé,ADJ
désinstitutionnalisé,ADJ
désintégré,ADJ
désintéressé,ADJ
désintermédié,ADJ
désintoxiqué,ADJ
désintubé,ADJ
désinvesti,ADJ
désinvité,ADJ
désiré,ADJ
désisté,ADJ
désobligé,ADJ
désobstrué,ADJ
désoccupé,ADJ
désocialisé,ADJ
désodorisé,ADJ
désolé,ADJ
désolidarisé,ADJ
désoperculé,ADJ
désopilé,ADJ
désorbé,ADJ
désorbité,ADJ
désordonné,ADJ
désorganisé,ADJ
désorienté,ADJ
désossé,ADJ
désoufflé,ADJ
désoufré,ADJ
désoxydé,ADJ
désoxygéné,ADJ
déspiritualisé,ADJ
desquamé,ADJ
dessablé,ADJ
dessaisi,ADJ
dessaisonné,ADJ
dessalé,ADJ
dessanglé,ADJ
dessaoulé,ADJ
dessapé,ADJ
desséché,ADJ
dessellé,ADJ
desserré,ADJ
desserti,ADJ
desservi,ADJ
dessillé,ADJ
dessiné,ADJ
dessolé,ADJ
dessouché,ADJ
dessoudé,ADJ
dessoufflé,ADJ
dessouler,VERB
dessoulé,ADJ
dessoûlé,ADJ
dessuinté,ADJ
déstabilisé,ADJ
déstalinisé,ADJ
destiné,ADJ
destitué,ADJ
déstocké,ADJ
déstressé,ADJ
destroyeur,NOUN
déstructuré,ADJ
désulfité,ADJ
désulfuré,ADJ
désuni,ADJ
désurbanisé,ADJ
désynchronisé,ADJ
détaché,ADJ
détaillé,ADJ
détallé,ADJ
détalonné,ADJ
détapissé,ADJ
détartré,ADJ
détaxé,ADJ
détecté,ADJ
déteint,ADJ
dételé,ADJ
détendu,ADJ
détenu,ADJ
détergé,ADJ
détérioré,ADJ
déterminé,ADJ
déterré,ADJ
déterritorialisé,ADJ
détesté,ADJ
déthéiné,ADJ
détiré,ADJ
détissé,ADJ
détonnelé,ADJ
détordu,ADJ
détortillé,ADJ
détouré,ADJ
détourné,ADJ
détoxifié,ADJ
détoxiqué,ADJ
détracté,ADJ
détransposé,ADJ
détrempé,ADJ
détressé,ADJ
détricoté,ADJ
détrompé,ADJ
détrôné,ADJ
détroqué,ADJ
détroussé,ADJ
détruit,ADJ
dévalé,ADJ
dévalidé,ADJ
dévalisé,ADJ
dévalorisé,ADJ
dévalué,ADJ
devancé,ADJ
dévasé,ADJ
dévasté,ADJ
déventé,ADJ
devenu,ADJ
dévergué,ADJ
déverminé,ADJ
déverni,ADJ
déverrouillé,ADJ
déversé,ADJ
dévêtu,ADJ
dévidé,ADJ
dévié,ADJ
deviné,ADJ
déviré,ADJ
dévirginé,ADJ
dévirginisé,ADJ
dévirilisé,ADJ
dévirolé,ADJ
dévisagé,ADJ
dévissé,ADJ
dévitalisé,ADJ
dévitaminé,ADJ
dévitrifié,ADJ
dévoilé,ADJ
dévoisé,ADJ
dévolté,ADJ
dévon,NOUN
dévoré,ADJ
dévoué,ADJ
dézingué,ADJ
dézippé,ADJ
dézoomé,ADJ
diabolisé,ADJ
diagnostiqué,ADJ
diagonalisé,ADJ
dialectalisé,ADJ
dialectisé,ADJ
dialogué,ADJ
dialysé,ADJ
diamanté,ADJ
diapasonné,ADJ
diaphragmé,ADJ
diapré,ADJ
d’ici,ADJ
dictat,NOUN
dicté,ADJ
didactisé,ADJ
diésé,ADJ
diésélisé,ADJ
diffamé,ADJ
différencié,ADJ
difformé,ADJ
diffracté,ADJ
diffusé,ADJ
digéré,ADJ
digiponcture,NOUN
digitalisé,ADJ
digitoponcture,NOUN
dilacéré,ADJ
dilapidé,ADJ
dilaté,ADJ
diligenté,ADJ
dilué,ADJ
dimensionné,ADJ
dime,NOUN
diminué,ADJ
dindonné,ADJ
diner,VERB
dinghie,NOUN
diphtongué,ADJ
dirigé,ADJ
dirimé,ADJ
discerné,ADJ
discipliné,ADJ
discompté,ADJ
discontinué,ADJ
disconvenu,ADJ
discounté,ADJ
discouru,ADJ
discrédité,ADJ
discrétisé,ADJ
discriminé,ADJ
discutaillé,ADJ
discuté,ADJ
disgracié,ADJ
disjoint,ADJ
disjoncté,ADJ
disloqué,ADJ
dispatché,ADJ
dispensé,ADJ
dispersé,ADJ
disposé,ADJ
disproportionné,ADJ
disputé,ADJ
disque-jockey,NOUN
disques-jockeys,NOUN
disrupté,ADJ
disséminé,ADJ
disséqué,ADJ
dissimilé,ADJ
dissimulé,ADJ
dissipé,ADJ
dissocié,ADJ
dissout,ADJ
dissuadé,ADJ
distancé,ADJ
distancié,ADJ
distendu,ADJ
distillé,ADJ
distingué,ADJ
distordu,ADJ
distrait,ADJ
distribué,ADJ
