lemma,udpos,count,distinct_forms
kolkhoze,NOUN,144520,2
intellection,NOUN,144518,2
ers,NOUN,144504,1
toque,NOUN,144504,2
intuitivement,ADV,144487,1
insémination,NOUN,144469,2
galopant,ADJ,144467,4
colombier,NOUN,144467,2
ajourer,ADJ,144457,4
draper,VERB,144453,36
robustesse,NOUN,144442,2
visière,NOUN,144434,2
glanduleux,ADJ,144420,3
durabilité,NOUN,144393,2
rédhibitoire,ADJ,144375,2
carrelage,NOUN,144352,2
cailler,ADJ,144331,4
pathos,NOUN,144313,1
nasser,VERB,144299,36
septennat,NOUN,144275,2
omnipotent,ADJ,144264,4
corselet,NOUN,144256,2
inconsidérément,ADV,144243,1
déclive,NOUN,144198,2
tac,NOUN,144174,2
stroma,NOUN,144173,2
parrainage,NOUN,144156,2
tellurique,ADJ,144154,2
salvateur,NOUN,144122,4
crétin,NOUN,144100,4
soldatesque,ADJ,144072,2
soldatesque,NOUN,144072,2
importunité,NOUN,144067,2
bleuter,ADJ,144064,4
interventionniste,NOUN,144050,2
entrelacer,VERB,144045,36
exigibilité,NOUN,144032,2
pyroxène,NOUN,144010,2
extorsion,NOUN,143960,2
moufle,NOUN,143948,2
quarantième,NOUN,143947,2
sécrétoire,ADJ,143935,2
calligraphie,NOUN,143856,2
crisper,VERB,143852,36
écorcher,VERB,143810,36
carillon,NOUN,143765,2
épervier,NOUN,143750,2
autodidacte,NOUN,143733,2
céruse,NOUN,143723,2
préfiguration,NOUN,143716,2
toto,NOUN,143711,2
blende,NOUN,143708,2
permissionnaire,NOUN,143680,2
immolation,NOUN,143629,2
jordanien,NOUN,143607,4
obscurantisme,NOUN,143508,2
borax,NOUN,143476,1
monographique,ADJ,143473,2
vulgarisateur,NOUN,143472,4
incipit,NOUN,143469,2
tutsi,NOUN,143416,4
rasant,ADJ,143402,4
inaliénabilité,NOUN,143372,2
golf,NOUN,143356,2
container,NOUN,143335,2
anémique,NOUN,143300,2
grincement,NOUN,143300,2
binoculaire,ADJ,143285,2
domestiquer,ADJ,143282,4
anoblir,VERB,143274,29
carcéral,ADJ,143203,4
chorion,NOUN,143174,2
embaumer,VERB,143156,36
laminaire,ADJ,143111,2
laminaire,NOUN,143111,2
fléchissant,ADJ,143068,4
déparer,VERB,143047,36
tendanciel,ADJ,143046,4
péripatéticien,NOUN,143032,4
tétraèdre,NOUN,143029,2
hébéter,ADJ,143004,4
nodosité,NOUN,142980,2
aliéniste,NOUN,142979,2
cocontractant,ADJ,142973,4
ethnographe,NOUN,142931,2
fantasmagorie,NOUN,142927,2
rotonde,NOUN,142912,2
ovocyte,NOUN,142889,2
véranda,NOUN,142884,2
chiner,VERB,142843,36
challenge,NOUN,142812,2
dirigisme,NOUN,142797,2
cosmétique,ADJ,142793,2
cosmétiquer,VERB,142793,36
réexportation,NOUN,142784,2
cabrer,VERB,142768,36
populo,NOUN,142743,2
syllabique,ADJ,142731,2
exorde,NOUN,142728,2
matriciel,ADJ,142727,4
paraplégie,NOUN,142678,2
gifle,NOUN,142653,2
dextrine,NOUN,142624,2
cantate,NOUN,142604,2
braquer,VERB,142516,36
confluence,NOUN,142497,2
rééligible,ADJ,142436,2
classant,ADJ,142430,4
embauchage,NOUN,142413,2
membrure,NOUN,142408,2
salarier,VERB,142399,36
parfumerie,NOUN,142394,2
vilayet,NOUN,142364,2
marteler,VERB,142344,36
indigeste,ADJ,142328,2
imprimante,NOUN,142296,2
monothéiste,NOUN,142293,2
farcir,ADJ,142276,4
accédant,NOUN,142253,4
contorsion,NOUN,142218,2
duplication,NOUN,142202,2
araméen,NOUN,142202,4
populisme,NOUN,142186,2
météorique,ADJ,142121,2
animisme,NOUN,142113,2
écrin,NOUN,142110,2
argon,NOUN,142101,2
griffon,NOUN,142070,2
exhalation,NOUN,142060,2
parquer,ADJ,142044,4
vocalique,ADJ,142039,2
décroissement,NOUN,142022,2
oppresser,ADJ,142008,4
embrayage,NOUN,141997,2
raboteux,ADJ,141996,3
pactiser,VERB,141984,37
réversion,NOUN,141903,2
repasser,ADJ,141880,4
glass,NOUN,141870,1
repartie,NOUN,141869,2
résiduaire,ADJ,141868,2
gastrite,NOUN,141841,2
dimensionnel,ADJ,141840,4
semoule,NOUN,141793,2
bêler,VERB,141783,37
amazone,NOUN,141735,2
vexer,VERB,141726,36
redistribuer,VERB,141714,36
dental,ADJ,141662,4
cystite,NOUN,141661,2
obscénité,NOUN,141652,2
rééquilibrage,NOUN,141592,2
cola,NOUN,141582,2
caniveau,NOUN,141507,2
hibou,NOUN,141497,2
péremption,NOUN,141492,2
spéculaire,ADJ,141457,2
spéculaire,NOUN,141457,2
vénézuélien,NOUN,141439,4
éploré,ADJ,141414,4
goudronner,ADJ,141404,4
faix,NOUN,141352,1
californien,NOUN,141349,4
plagioclase,NOUN,141280,2
narquois,ADJ,141260,3
hydrochlorique,ADJ,141168,2
latinité,NOUN,141137,2
géométriquement,ADV,141135,1
talc,NOUN,141102,2
déjuger,VERB,141099,36
chirographaire,ADJ,141094,2
hypostase,NOUN,141094,2
fraudeur,NOUN,141065,4
brillance,NOUN,141032,2
alevin,NOUN,141026,2
fistuleux,ADJ,141001,3
performatif,ADJ,140938,4
imitatif,ADJ,140909,4
blottir,VERB,140876,29
rusticité,NOUN,140785,2
bactériologie,NOUN,140770,2
démettre,ADJ,140748,3
magnéto,NOUN,140726,2
gustatif,ADJ,140658,4
oligarchique,ADJ,140632,2
cérémoniel,ADJ,140611,4
marcheur,NOUN,140598,4
pimer,VERB,140570,36
cligner,VERB,140553,36
interlocutoire,ADJ,140537,2
rougissant,ADJ,140520,4
épiphyse,NOUN,140510,2
spatule,NOUN,140493,2
sadisme,NOUN,140484,2
foulon,NOUN,140445,2
mandrin,NOUN,140443,2
confraternité,NOUN,140420,2
affamer,VERB,140401,36
jovial,ADJ,140400,4
moue,NOUN,140386,2
péroraison,NOUN,140333,2
gaspiller,ADJ,140316,4
computer,VERB,140304,36
cocasse,ADJ,140262,2
brasser,ADJ,140261,4
radicelle,NOUN,140238,2
inhabitable,ADJ,140233,2
amoindrissement,NOUN,140231,2
historier,ADJ,140210,4
directorial,ADJ,140194,4
humique,ADJ,140184,2
dry,ADJ,140183,2
dry,NOUN,140183,2
glacière,NOUN,140179,2
probabiliste,NOUN,140173,2
rescousse,NOUN,140128,2
désobligeant,NOUN,140092,4
muter,ADJ,140079,4
investigateur,NOUN,140053,4
rouennais,NOUN,140044,3
volontarisme,NOUN,140033,2
nasse,NOUN,139988,2
fessier,ADJ,139975,4
monolithe,ADJ,139962,2
monolithe,NOUN,139962,2
rapetisser,VERB,139958,36
claquement,NOUN,139951,2
intégrateur,NOUN,139915,4
abduction,NOUN,139879,2
enluminer,ADJ,139863,4
nietzschéen,NOUN,139858,4
mite,NOUN,139725,2
laparotomie,NOUN,139676,2
étrenner,VERB,139656,36
brabançon,NOUN,139643,4
inabordable,ADJ,139634,2
bottine,NOUN,139605,2
bottiner,VERB,139605,36
ténuité,NOUN,139521,2
psychopathologie,NOUN,139509,2
détective,NOUN,139502,2
pendaison,NOUN,139495,2
anfractuosité,NOUN,139468,2
polluer,VERB,139466,36
dolichocéphale,ADJ,139442,2
âtre,NOUN,139414,2
thalle,NOUN,139408,2
basin,NOUN,139384,2
échappatoire,NOUN,139356,2
buée,NOUN,139281,2
glycosurie,NOUN,139237,2
cigale,NOUN,139223,2
hématite,NOUN,139153,2
ampliation,NOUN,139139,2
dromadaire,NOUN,139137,2
cinglant,ADJ,139108,4
élitiste,ADJ,139092,2
rebondissement,NOUN,139073,2
postopératoire,ADJ,139063,2
sarrois,NOUN,139037,3
démographe,NOUN,139031,2
tourtereau,NOUN,139016,4
sauveteur,NOUN,139005,4
réputer,VERB,138984,36
adénopathie,NOUN,138962,2
charnier,NOUN,138959,2
simplificateur,ADJ,138913,4
cheik,NOUN,138877,2
scintillant,ADJ,138849,4
dauphinois,NOUN,138843,3
confire,ADJ,138828,4
exhaustivité,NOUN,138821,2
asthénie,NOUN,138784,2
trochanter,NOUN,138746,2
portefaix,NOUN,138745,1
crochu,ADJ,138725,4
apatride,NOUN,138702,2
conflagration,NOUN,138691,2
épaulement,NOUN,138632,2
liter,VERB,138602,36
primate,NOUN,138600,2
embusquer,ADJ,138598,4
embusqué,NOUN,138598,4
volumique,ADJ,138501,2
inconsolable,ADJ,138471,2
brio,NOUN,138470,2
courroucer,ADJ,138459,4
libérien,NOUN,138432,4
cadencer,ADJ,138427,4
jucher,ADJ,138410,4
extirper,ADJ,138384,4
aubier,NOUN,138372,2
bordel,NOUN,138305,2
comblement,NOUN,138267,2
moleter,VERB,138241,50
ataxie,NOUN,138196,2
vicomté,NOUN,138191,2
moite,ADJ,138152,2
émiettement,NOUN,138151,2
thomisme,NOUN,138135,2
nihiliste,NOUN,138116,2
perfectible,ADJ,138112,2
octogénaire,NOUN,138100,2
multipartisme,NOUN,138091,2
résilier,ADJ,138090,4
manant,NOUN,138075,2
contexture,NOUN,138050,2
répliquer,ADJ,138034,4
soulte,NOUN,137997,2
expansionniste,NOUN,137996,2
graveleux,ADJ,137971,3
ridiculement,ADV,137950,1
itération,NOUN,137933,2
congestif,ADJ,137919,4
affres,NOUN,137897,1
anomal,ADJ,137878,4
mortaise,NOUN,137844,2
immortaliser,ADJ,137837,4
rafraîchir,ADJ,137801,4
syphilide,NOUN,137783,2
puîné,NOUN,137779,4
carthaginois,NOUN,137755,3
cordeau,NOUN,137749,2
maniérer,ADJ,137718,4
enserrer,ADJ,137674,4
culbuter,ADJ,137655,4
gorille,NOUN,137639,2
limaçon,NOUN,137615,2
molette,NOUN,137609,2
quadriller,VERB,137607,36
transformisme,NOUN,137589,2
fraternellement,ADV,137584,1
amalgamer,ADJ,137583,4
dilatateur,ADJ,137559,4
héroïquement,ADV,137554,1
maturer,VERB,137552,36
pétrographique,ADJ,137540,2
extériorisation,NOUN,137444,2
percutant,ADJ,137443,4
éroder,ADJ,137416,4
précontraint,NOUN,137383,4
guttural,ADJ,137382,4
pluviométrique,ADJ,137365,2
professant,NOUN,137322,4
aileron,NOUN,137306,2
flair,NOUN,137284,2
comptabiliser,VERB,137283,36
anthropomorphisme,NOUN,137281,2
porcelet,NOUN,137281,2
mortifier,VERB,137256,36
cathéter,NOUN,137253,2
aguets,NOUN,137228,1
enluminure,NOUN,137211,2
guenille,NOUN,137211,2
étirement,NOUN,137211,2
combativité,NOUN,137206,2
répartiteur,NOUN,137202,4
aulne,NOUN,137181,2
soufflerie,NOUN,137178,2
béret,NOUN,137154,2
lavande,NOUN,137141,2
bretelle,NOUN,137134,2
casuistique,ADJ,137126,2
casuistique,NOUN,137126,2
endocrine,ADJ,137120,2
conjonctival,ADJ,137100,4
maçonner,ADJ,137084,4
souk,NOUN,137071,2
collagène,ADJ,137062,2
collagène,NOUN,137062,2
timon,NOUN,136976,2
phonologie,NOUN,136974,2
break,NOUN,136953,2
trouer,VERB,136950,36
cubiste,NOUN,136937,2
ragoût,NOUN,136861,2
confirmatif,ADJ,136828,4
butyrique,ADJ,136806,2
dentelure,NOUN,136757,2
mécénat,NOUN,136754,2
physiologiquement,ADV,136752,1
harpon,NOUN,136715,2
jurande,NOUN,136689,2
débitage,NOUN,136676,2
chapelier,NOUN,136658,4
damoiselle,NOUN,136621,2
diagnose,NOUN,136617,2
reis,NOUN,136603,1
maillet,NOUN,136598,2
polymorphisme,NOUN,136593,2
ordinal,ADJ,136591,4
malthusien,NOUN,136585,4
fissurer,ADJ,136557,4
lithologique,ADJ,136533,2
imprévoyant,ADJ,136516,4
préciput,NOUN,136497,2
collerette,NOUN,136492,2
papetier,NOUN,136481,4
marchepied,NOUN,136421,2
engineering,NOUN,136403,2
thermidorien,NOUN,136403,4
prosodique,ADJ,136394,2
feeling,NOUN,136386,2
mammouth,NOUN,136380,2
intégrisme,NOUN,136379,2
girl,NOUN,136328,2
néoplasique,ADJ,136323,2
rachitique,ADJ,136309,2
secundo,ADV,136287,1
cane,NOUN,136249,2
forclusion,NOUN,136243,2
collationner,ADJ,136236,4
obturation,NOUN,136202,2
militariste,NOUN,136146,2
brachycéphale,NOUN,136121,2
marmotter,VERB,136116,36
rembarquer,VERB,136090,36
mucilage,NOUN,136032,2
discerner,ADJ,136027,4
aspirateur,NOUN,136018,2
verrue,NOUN,136018,2
incréé,ADJ,136013,4
pascal,NOUN,135995,44
aspersion,NOUN,135982,2
cyanhydrique,ADJ,135979,2
marronnier,NOUN,135939,2
univ,NOUN,135885,2
constitutionnellement,ADV,135883,1
carde,NOUN,135868,2
majorat,NOUN,135867,2
divinatoire,ADJ,135839,2
abricot,NOUN,135811,2
mentor,NOUN,135786,2
darwinisme,NOUN,135759,2
variqueux,ADJ,135758,3
nicher,ADJ,135738,4
enivrement,NOUN,135736,2
navigabilité,NOUN,135708,2
extorquer,VERB,135676,36
ethnicité,NOUN,135664,2
disqualifier,VERB,135629,36
salaud,NOUN,135628,2
antiphlogistique,ADJ,135592,2
décortiquer,ADJ,135588,4
particulariste,NOUN,135579,2
affreusement,ADV,135570,1
râteau,NOUN,135383,2
roussâtre,ADJ,135363,2
bombarde,NOUN,135305,2
sarcastique,ADJ,135304,2
hutu,NOUN,135280,4
asse,NOUN,135265,2
givrer,VERB,135249,36
réincarnation,NOUN,135248,2
franquiste,NOUN,135224,2
opposite,ADJ,135220,2
opposite,NOUN,135220,2
chasuble,NOUN,135194,2
soft,NOUN,135187,2
mobilisateur,ADJ,135180,4
névrosé,NOUN,135150,4
arséniate,NOUN,135149,2
déferlement,NOUN,135119,2
secondement,ADV,135085,1
lamellaire,ADJ,135080,2
lamellaire,NOUN,135080,2
copieusement,ADV,135036,1
capitaliser,ADJ,135006,4
longeron,NOUN,135004,2
pourboire,NOUN,135002,2
autonomisation,NOUN,134998,2
fissuration,NOUN,134982,2
summum,NOUN,134977,2
autocrate,NOUN,134953,2
polygame,NOUN,134943,2
lombes,NOUN,134942,1
raquette,NOUN,134900,2
vannerie,NOUN,134886,2
châtain,NOUN,134864,4
monophasé,ADJ,134845,4
fm,NOUN,134837,1
pollinique,ADJ,134828,2
inquisitorial,ADJ,134814,4
voltairien,NOUN,134812,4
translatif,ADJ,134811,4
aboiement,NOUN,134804,2
allocataire,NOUN,134786,2
électrochimique,ADJ,134780,2
accroire,VERB,134776,1
salivation,NOUN,134767,2
entomologiste,NOUN,134737,2
semoir,NOUN,134713,2
dessication,NOUN,134712,2
cendrier,NOUN,134678,2
psychosocial,ADJ,134649,4
aérodynamique,ADJ,134641,2
aérodynamique,NOUN,134641,2
inavoué,ADJ,134626,4
politiser,ADJ,134622,4
entrouvrir,VERB,134557,34
terroriser,ADJ,134453,4
invulnérable,ADJ,134452,2
théologal,ADJ,134445,4
probation,NOUN,134410,2
raz,NOUN,134391,1
crudité,NOUN,134364,2
ameuter,VERB,134361,36
transportable,ADJ,134359,2
fratrie,NOUN,134335,2
démoraliser,ADJ,134323,4
endosser,ADJ,134310,4
briqueter,VERB,134304,50
croche,ADJ,134282,2
croche,NOUN,134282,2
pédantisme,NOUN,134268,2
mâture,NOUN,134262,2
avilissant,ADJ,134215,4
girofle,NOUN,134215,2
noise,NOUN,134200,2
modelage,NOUN,134166,2
parfumer,VERB,134164,36
étioler,VERB,134158,36
olographe,ADJ,134156,2
ménopause,NOUN,134113,2
imbroglio,NOUN,134086,2
orgasme,NOUN,134081,2
séculariser,ADJ,134075,4
oscillatoire,ADJ,134051,2
apitoyer,VERB,134000,36
bravade,NOUN,133996,2
phyllade,NOUN,133991,2
ponctualité,NOUN,133982,2
auvergnat,NOUN,133975,4
trituration,NOUN,133921,2
minium,NOUN,133919,2
foutre,ADJ,133887,4
foutu,ADJ,133887,4
boycott,NOUN,133882,2
monopoliser,ADJ,133874,4
huméral,ADJ,133855,4
pluviosité,NOUN,133855,2
compromissoire,ADJ,133846,2
ove,NOUN,133841,2
engorger,ADJ,133835,4
iconique,ADJ,133801,2
empathie,NOUN,133800,2
biceps,NOUN,133781,1
transpercer,VERB,133781,36
radicule,NOUN,133760,2
piloter,ADJ,133750,4
soutenance,NOUN,133733,2
spirite,NOUN,133704,2
homard,NOUN,133699,2
poignarder,VERB,133673,36
soft,ADJ,133670,1
sarclage,NOUN,133632,2
argentifère,ADJ,133619,2
pisser,VERB,133581,36
desséchant,ADJ,133571,4
pharmacopée,NOUN,133560,2
électrisation,NOUN,133548,2
tulipe,NOUN,133523,2
aérobie,ADJ,133518,2
aérobie,NOUN,133518,2
dialogique,ADJ,133501,2
blottir,ADJ,133501,4
réquisitionner,VERB,133479,36
remariage,NOUN,133470,2
embryologie,NOUN,133468,2
briquette,NOUN,133445,2
disgracieux,ADJ,133365,3
eucalyptus,NOUN,133351,1
soprano,NOUN,133343,3
saucisse,NOUN,133338,2
annaliste,NOUN,133328,2
birman,NOUN,133304,4
plâtrer,ADJ,133292,4
intersubjectif,ADJ,133246,4
glycémie,NOUN,133224,2
triumvirat,NOUN,133186,2
pilori,NOUN,133172,2
tontine,NOUN,133165,2
tontiner,VERB,133165,36
espalier,NOUN,133160,2
antienne,NOUN,133129,2
repentance,NOUN,133107,2
capillarité,NOUN,133098,2
marbrer,ADJ,133094,4
laxatif,ADJ,133068,4
esthète,NOUN,133067,2
artificieux,ADJ,132983,3
calage,NOUN,132954,2
rincer,VERB,132950,36
polyphonique,ADJ,132917,2
férule,NOUN,132895,2
annihiler,ADJ,132890,4
amorçage,NOUN,132884,2
brochet,NOUN,132884,2
anversois,NOUN,132858,3
gloria,NOUN,132856,2
causeur,NOUN,132853,4
cailloutis,NOUN,132835,1
palmiste,ADJ,132825,2
cash,NOUN,132825,2
palmiste,NOUN,132825,2
efflorescence,NOUN,132817,2
camouflage,NOUN,132736,2
rugby,NOUN,132732,2
teutonique,ADJ,132716,2
masochisme,NOUN,132669,2
dérivatif,ADJ,132617,4
coupeur,NOUN,132596,4
minéralogiste,NOUN,132589,2
commérer,VERB,132568,48
nitrite,NOUN,132542,2
ignominieux,ADJ,132529,3
agate,NOUN,132495,2
phantasme,NOUN,132479,2
argumenté,ADJ,132474,4
phénotype,NOUN,132441,2
têtard,NOUN,132441,2
cash,ADV,132406,1
cella,NOUN,132401,2
quaker,NOUN,132379,2
calorifère,ADJ,132356,2
lyser,VERB,132352,36
perforant,ADJ,132329,4
piétinement,NOUN,132304,2
recouper,ADJ,132210,4
contrebalancer,ADJ,132203,4
oblation,NOUN,132185,2
démarrer,ADJ,132134,4
impéritie,NOUN,132110,2
hypogastrique,ADJ,132088,2
imbibition,NOUN,132084,2
superlatif,ADJ,132075,4
convoyeur,NOUN,132049,4
retors,ADJ,132027,3
ionisant,ADJ,132022,4
organiquement,ADV,131988,1
irascible,ADJ,131985,2
quadriennal,ADJ,131943,4
écheveler,ADJ,131929,4
granulé,NOUN,131907,2
glauque,ADJ,131902,2
givre,NOUN,131900,2
adverbial,ADJ,131867,4
autocratique,ADJ,131862,2
baby,NOUN,131859,3
suavité,NOUN,131826,2
accapareur,NOUN,131807,4
custom,NOUN,131799,2
maximisation,NOUN,131798,2
désinfecter,ADJ,131788,4
élucubration,NOUN,131778,2
gond,NOUN,131743,2
gonade,NOUN,131728,2
tautologie,NOUN,131704,2
commuer,VERB,131703,36
indéchiffrable,ADJ,131689,2
vermillon,NOUN,131677,2
tridimensionnel,ADJ,131621,4
wagnérien,NOUN,131590,4
rouvre,NOUN,131587,2
esquille,NOUN,131579,2
désapprouver,ADJ,131559,4
taillable,ADJ,131552,2
entreposage,NOUN,131552,2
bute,NOUN,131548,2
bloquant,ADJ,131525,4
acculer,VERB,131518,36
commercialement,ADV,131500,1
officieusement,ADV,131499,1
tréfonds,NOUN,131477,1
ménisque,NOUN,131476,2
cryptogame,ADJ,131462,2
cryptogame,NOUN,131462,2
trijumeau,NOUN,131418,4
helléniste,NOUN,131416,2
quenouille,NOUN,131416,2
dynamomètre,NOUN,131414,2
pirouetter,VERB,131371,37
cannelé,NOUN,131355,2
hyposulfite,NOUN,131337,2
gouacher,VERB,131334,36
vivifier,ADJ,131319,4
inodore,ADJ,131257,2
molester,VERB,131225,36
lillois,NOUN,131196,3
jasmin,NOUN,131182,2
cathare,NOUN,131174,2
remorquage,NOUN,131172,2
démoraliser,VERB,131171,36
machiavélisme,NOUN,131161,2
céans,ADV,131157,1
matte,NOUN,131154,2
appareiller,ADJ,131141,4
filateur,NOUN,131126,2
gouache,NOUN,131116,2
contrôlable,ADJ,131107,2
macler,VERB,131095,36
commère,NOUN,131094,2
encaissant,ADJ,131061,4
girouetter,VERB,131038,37
limousiner,VERB,131034,36
agrarien,NOUN,131029,4
cautionner,ADJ,131019,4
baptistère,NOUN,131005,2
mandater,VERB,130998,36
mégalithique,ADJ,130963,2
onomastique,ADJ,130961,2
onomastique,NOUN,130961,2
carboniser,ADJ,130907,4
nominalisme,NOUN,130892,2
fadeur,NOUN,130871,2
saturnin,ADJ,130852,4
notionnel,ADJ,130846,4
girouette,NOUN,130843,2
exhiber,ADJ,130824,4
inachèvement,NOUN,130818,2
narguer,VERB,130785,36
moisir,ADJ,130751,4
funiculaire,ADJ,130736,2
bivouaquer,VERB,130732,37
désertification,NOUN,130677,2
démanteler,VERB,130673,36
expressivité,NOUN,130656,2
antireligieux,ADJ,130653,3
sobrement,ADV,130609,1
démarque,NOUN,130598,2
miter,ADJ,130588,4
barge,NOUN,130528,2
axis,NOUN,130493,1
enhardir,ADJ,130477,4
stabilisateur,NOUN,130465,4
géo,NOUN,130452,2
échine,NOUN,130434,2
tiret,NOUN,130404,2
rainer,VERB,130402,36
génotype,NOUN,130338,2
restructurer,VERB,130330,36
futaille,NOUN,130316,2
résolvant,NOUN,130308,4
endémie,NOUN,130299,2
parlementer,VERB,130273,37
empiler,VERB,130251,36
macle,NOUN,130237,2
dandy,NOUN,130235,3
assainir,ADJ,130233,4
marneur,NOUN,130206,4
jade,NOUN,130183,2
raidir,ADJ,130164,4
viroler,VERB,130153,36
cristallisable,ADJ,130148,2
affolement,NOUN,130108,2
synallagmatique,ADJ,130093,2
sélénium,NOUN,130069,2
trigonométrique,ADJ,130062,2
ber,NOUN,130028,2
frileux,NOUN,130013,3
officinal,ADJ,129996,4
malfaire,VERB,129992,39
sulfater,ADJ,129968,4
fourmillement,NOUN,129960,2
boutant,ADJ,129952,4
gang,NOUN,129952,2
orchestration,NOUN,129947,2
roter,VERB,129930,37
ahurir,ADJ,129919,4
ahuri,NOUN,129919,4
amortissable,ADJ,129902,2
assommer,ADJ,129898,4
assommé,NOUN,129898,4
prodrome,NOUN,129882,2
bure,NOUN,129870,2
virole,NOUN,129857,2
descripteur,NOUN,129758,4
junior,NOUN,129698,2
jumeler,ADJ,129686,4
rosser,VERB,129666,36
scripteur,NOUN,129653,4
poplité,ADJ,129648,4
exploratoire,ADJ,129646,2
vé,NOUN,129609,2
capsulaire,ADJ,129581,2
rostre,NOUN,129558,2
pleureur,NOUN,129533,4
exégétique,ADJ,129524,2
éperdument,ADV,129520,1
hypodermique,ADJ,129483,2
louvoyer,VERB,129442,37
dartre,NOUN,129435,2
verticalité,NOUN,129411,2
béninois,NOUN,129345,3
antituberculeux,ADJ,129341,3
téléviser,VERB,129300,36
hanséatique,ADJ,129290,2
irréversibilité,NOUN,129290,2
encensoir,NOUN,129263,2
bouillonnant,ADJ,129253,4
saccader,VERB,129227,36
reconduite,NOUN,129219,2
perruquier,NOUN,129202,4
urbanistique,ADJ,129194,2
autosuffisance,NOUN,129147,2
immature,NOUN,129141,2
vantail,NOUN,129139,2
périnéal,ADJ,129135,4
incompressible,ADJ,129127,2
abrutissement,NOUN,129115,2
mazout,NOUN,129104,2
songeur,NOUN,129021,4
none,NOUN,129015,2
endetter,VERB,128989,36
parsemer,VERB,128989,36
copulation,NOUN,128965,2
volage,ADJ,128964,2
archiépiscopal,ADJ,128949,4
montréalais,NOUN,128871,3
ébahir,ADJ,128863,4
bissecteur,ADJ,128852,4
fongicide,ADJ,128825,2
fongicide,NOUN,128825,2
stalactite,NOUN,128808,2
surpopulation,NOUN,128806,2
comploter,VERB,128793,36
jubilation,NOUN,128758,2
alpage,NOUN,128753,2
internationalement,ADV,128728,1
narrer,ADJ,128709,4
suspense,NOUN,128686,2
phlogistique,NOUN,128679,2
managérial,ADJ,128651,4
maar,NOUN,128615,2
nominativement,ADV,128560,1
redissoudre,VERB,128531,36
signalétique,ADJ,128494,2
signalétique,NOUN,128494,2
protide,NOUN,128463,2
polytechnicien,NOUN,128437,4
islandais,NOUN,128389,3
néoclassique,ADJ,128374,2
hématome,NOUN,128355,2
affidé,NOUN,128343,4
oolithe,NOUN,128300,2
thorium,NOUN,128288,2
khalife,NOUN,128281,2
obstétrique,ADJ,128268,2
obstétrique,NOUN,128268,2
coquillier,ADJ,128247,4
orbiculaire,ADJ,128220,2
magnétite,NOUN,128220,2
math,NOUN,128216,2
vermillon,ADJ,128202,1
professionnalisme,NOUN,128144,2
résonateur,ADJ,128105,4
viatique,NOUN,128094,2
sexuellement,ADV,128085,1
pétrolifère,ADJ,128067,2
caféine,NOUN,128062,2
anabaptiste,NOUN,128048,2
résonateur,NOUN,128047,2
protestataire,NOUN,128032,2
dragée,NOUN,128024,2
épigraphie,NOUN,128022,2
ajutage,NOUN,128009,2
parodique,ADJ,128004,2
dessaisissement,NOUN,127983,2
fortuitement,ADV,127969,1
forfaiture,NOUN,127946,2
rénovateur,NOUN,127920,4
paupérisation,NOUN,127889,2
sécant,NOUN,127877,4
chavirer,VERB,127876,36
neuchâtelois,NOUN,127838,3
ale,NOUN,127831,2
dime,NOUN,127828,2
fantoche,NOUN,127812,2
entrecroiser,ADJ,127810,4
coaliser,VERB,127785,36
poltron,NOUN,127778,4
étrenne,NOUN,127739,2
raviser,VERB,127738,36
sculptural,ADJ,127727,4
objectiver,ADJ,127723,4
carotidien,ADJ,127719,4
démener,VERB,127705,36
ouvrager,ADJ,127650,4
communicant,NOUN,127600,4
dépaysement,NOUN,127582,2
div,NOUN,127577,1
serge,NOUN,127539,2
fétichiste,NOUN,127522,2
diaphyse,NOUN,127521,2
balzacien,NOUN,127513,4
saccade,NOUN,127479,2
maya,NOUN,127469,2
phot,NOUN,127455,2
focus,NOUN,127420,1
courre,VERB,127405,1
intérioriser,VERB,127394,36
endiguement,NOUN,127371,2
archivolte,NOUN,127358,2
équidistant,ADJ,127352,4
rebutant,ADJ,127344,4
charron,NOUN,127325,4
ure,NOUN,127322,2
balbutiement,NOUN,127305,2
somnoler,VERB,127284,37
chlorer,ADJ,127269,4
recommencement,NOUN,127257,2
nominalement,ADV,127240,1
paroxystique,ADJ,127226,2
inconditionné,ADJ,127153,4
attendrissant,ADJ,127144,4
tabulaire,ADJ,127139,2
ébénisterie,NOUN,127125,2
agripper,VERB,127125,36
papule,NOUN,127106,2
amandier,NOUN,127098,2
dévonien,NOUN,127095,2
circulairement,ADV,127077,1
provisionnel,ADJ,127054,4
limonade,NOUN,127047,2
marigot,NOUN,127031,2
masturbation,NOUN,127000,2
méfaire,VERB,126999,39
dépayser,ADJ,126991,4
taquiner,VERB,126979,36
madone,NOUN,126964,2
confinement,NOUN,126950,2
instrumentiste,NOUN,126932,2
classeur,NOUN,126885,4
coca,NOUN,126833,2
censive,NOUN,126758,2
bosseler,ADJ,126747,4
spicule,NOUN,126738,2
hinterland,NOUN,126713,2
saccharin,ADJ,126705,4
monomanie,NOUN,126690,2
cliquetis,NOUN,126683,1
hérisson,NOUN,126662,4
ourdir,VERB,126645,29
intouchable,NOUN,126609,2
appointer,ADJ,126589,4
félin,NOUN,126586,4
mégarde,NOUN,126579,2
ivraie,NOUN,126576,2
brouillage,NOUN,126552,2
systolique,ADJ,126529,2
mobilisant,ADJ,126527,4
anion,NOUN,126502,2
éhonté,ADJ,126483,4
